접수번호,동물국문명,강,목,과,천연기념물,멸종위기등급,야생동물보호협약,구조일시,구조결과일자,구조결과,이첩 방생 위치,사체처리,동물성별,동물연령,구조위도,구조경도,구조고도,방생위도,방생경도,발견장소상세,발견주소,발견장소특징,발생원인,발생원인 세부사항,TM구조위도,TM구조경도,TM방생위도,TM방생경도,등록체중,현재체중,임상적최종진단
2022-1199,딱새,조강(Aves),참새목,솔딱새과,해당없음,해당없음,해당없음,2022-06-09,2022-06-15,방생,충남 예산군 예산읍 대회리 1,,Unknown,Nestling,36.07.141,127.28.514,159,,,공사중인 목조 골조 내,충남 금산군 금성면 음전2길 14-4,건물옆,어미를 잃음(미아),어미를 잃음(미아),,,,,4.7,4,단순 미아
2022-1200,딱새,조강(Aves),참새목,솔딱새과,해당없음,해당없음,해당없음,2022-06-09,2022-06-15,방생,충남 예산군 예산읍 대회리 1,,Unknown,Nestling,36.07.141,127.28.514,159,,,공사중인 목조 골조 내,충남 금산군 금성면 음전2길 14-4,건물옆,어미를 잃음(미아),어미를 잃음(미아),,,,,5.2,4,단순 미아
2022-1201,딱새,조강(Aves),참새목,솔딱새과,해당없음,해당없음,해당없음,2022-06-09,2022-06-15,방생,충남 예산군 예산읍 대회리 1,,Unknown,Nestling,36.07.141,127.28.514,159,,,공사중인 목조 골조 내,충남 금산군 금성면 음전2길 14-4,건물옆,어미를 잃음(미아),어미를 잃음(미아),,,,,4.6,4,단순 미아
2022-1542,물총새,조강(Aves),파랑새목,물총새과,해당없음,해당없음,해당없음,2022-07-05,2022-07-06,DOA,,기타,Unknown,Adult,36.05.323,127.30.204,144,,,가정집 마당,충남 금산군 금산읍 무금로 2256,건물옆,전선/건물과의 충돌,유리 구조물 충돌,,,,,22.6,22.6,유리창 충돌에 의한 중증의 뇌진탕
2022-1298,왜가리,조강(Aves),황새목,왜가리과,해당없음,해당없음,해당없음,2022-06-16,2022-06-16,안락사,,기타,Unknown,Juvenile,36.06.319,127.29.166,171,,,정보 누락으로 인계지 설정,충남 금산군 금산읍 군청길 13,건물옆,전선/건물과의 충돌,전선과의 충돌,,,,,"1,032","1,032",양쪽 경비골 개방골절 및 신경손상 
2022-1474,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-06-29,2022-06-29,안락사,,폐기,Unknown,0년1월0일,36.09.444,127.24.100,152,,,주소지 인근 밭에서 발견,충남 금산군 복수면 곡남리 81-2,농경지,차량과의 충돌,차량과의 충돌,,,,,"3,380","3,380","좌측 경비 골절, 우측 슬관절 외측 탈구 "
2022-2150,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-10-07,2022-10-07,DOA,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Female,0년0월0일,36.10.158,127.26.277,226,,,인계지 주소,충남 금산군 추부면 용지리 430,도로변,인공구조물에 얽힘,인공구조물에 얽힘/밭그물 추정,,,,,"19,180","19,180","밭그물 얽힘에 의한 우측 전지 손상 및 탈진, 탈수"
2022-2223,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-10-25,2022-10-25,폐사체,,기타,Unknown,0년0월0일,36.45.036,126.53.045,42,,,도로변,충남 아산시 도고면 금산리 1-10,도로변,차량과의 충돌,차량과의 충돌,,,,,0,0,차량 충돌에 의한 폐사
2022-0504,노루,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-04-25,2022-04-25,방생,충남 금산군 남이면 역평리 산 132,,Male,0년0월0일,36.03.381,127.24.414,258,,,인삼밭,충남 금산군 남이면 역평리 343-1,농경지,인공구조물에 얽힘,인공구조물에 얽힘,,,,,0,0,밭그물 얽힘
2022-1806,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-08-01,2022-10-13,방생,충남 서천군 문산면 북산리 산43-1,,Female,0년0월0일,36.14.161,127.31.470,204,,,주소지 가택 마당,충남 금산군 추부면 성당리 204-3,건물옆,기생충 중감염,기생충 중감염/개선충 중감염,,,,,"1,934","4,150",개선충 중감염된 미아
