접수번호,동물국문명,강,목,과,천연기념물,멸종위기등급,야생동물보호협약,구조일시,구조결과일자,구조결과,이첩 방생 위치,사체처리,동물성별,동물연령,구조위도,구조경도,구조고도,방생위도,방생경도,발견장소상세,발견주소,발견장소특징,발생원인,발생원인 세부사항,구조위도(TM구조위도),구조경도(TM구조경도),방생위도(TM방생위도),방생경도(TM방생경도),등록체중,현재체중,임상적최종진단
2019-1539,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2019-10-20,2019-10-20,폐사체,,기타,Male,0년5월0일,36.589361,126.592972,31,,,버스승강장 주변 도로변,충청남도 홍성군 구항면 공리 516,도로변,차량과의 충돌,차량충돌,36 35 21.7,126 35 34.7,,,12900,12900,충돌에 의한 심한 뇌진탕 및 내부 장기 출혈
2019-1577,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2019-10-30,2019-10-30,안락사,,기타,Female,0년5월0일,36.570278,126.608583,53,,,,충청남도 홍성군 구항면 내현리 516-9,도로변,차량과의 충돌,차량충돌,36 34 13.0,126 36 30.9,,,13280,13280,"1번 요추 골절, 양측 골반골절"
2019-1585,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2019-11-03,2019-11-03,안락사,,기타,Male,3년6월0일,36.595722,126.457889,1,,,도로변,충청남도 홍성군 서부면 궁리 1019-2,도로변,차량과의 충돌,차량과의 충,36 35 44.6,126 27 28.4,,,22020,22020,요추(L5) 골절
2019-1736,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2019-12-19,2019-12-19,안락사,,기타,Male,3년6월0일,36.611556,126.732972,44,,,주소지 부근 농경지,충청남도 홍성군 금마면 부평리 90-1 ,농경지,"개, 고양이 공격",개에게 공격받음 ,36 36 41.6,126 43 58.7,,,18720,18720,다발성 견교상 및 우측 앞/뒷다리 괴사
2019-1749,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2019-12-22,2019-12-26,안락사,,기타,Female,0년6월0일,36.532083,126.6285,19,,,버스정류장 앞,충청남도 홍성군 광천읍 벽계리 686-1,도로변,차량과의 충돌,차량과의 충돌,36 31 55.5,126 37 42.6,,,15580,15580,좌측 골반골절 및 좌측 고관절탈구
2019-1755,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2019-12-23,2020-01-16,안락사,,기타,Female,0년6월0일,36.575139,126.712556,60,,,신기교차로 주변,충청남도 홍성군 홍동면 신기리 355-29,도로변,차량과의 충돌,차량충돌 추정,36 34 30.5,126 42 45.2,,,17120,17120,충돌에 의한 뇌진탕
2019-1756,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2019-12-24,2019-12-24,안락사,,기타,Male,0년6월0일,36.5645,126.694694,37,,,도로옆,충청남도 홍성군 홍동면 구정리 359-5,도로변,차량과의 충돌,차량과의 충돌,36 33 52.2,126 41 40.9,,,15020,15020,충돌에 의한 양측 뒷다리 개방골절 및 좌측 척골(olecranon) 골절
2019-0114,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2019-03-01,2019-03-03,폐사,,기타,Female,0년0월0일,36.532667,126.691639,55,,,자택 정원,충청남도 홍성군 홍동면 화신리 289,건물옆,기생충 중감염,개선충 중감염,36 31 57.6,126 41 29.9,,,3720,3720,개선충 중감염
2019-0273,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2019-04-25,2019-07-02,방생,충청남도 예산군 대흥면 교촌리 산 7-88,,Male,0년0월0일,36.606861,126.67125,39,36.61909639,126.775248,가정집 건물 주변,충청남도 홍성군 홍성읍 대교리 126,건물옆,기생충 중감염,,36 36 24.7,126 40 16.5,36 37 09.9,126 46 26.0,3940,4260,개선충 중감염
2019-1516,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2019-10-16,2019-10-17,DOA,,기타,Male,0년0월0일,36.561833,126.695167,36,,,축사 내,충청남도 홍성군 홍동면 구정리 405-1,건물옆,기생충 중감염,기생충(개선충) 중감염,36 33 42.6,126 41 42.6,,,3720,3720,개선충 감염 및 교상으로 인한 2차적 승저증
2019-1517,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2019-10-16,2019-10-16,폐사체,,기타,Male,1년6월0일,36.566583,126.649417,48,,,도로변,충청남도 홍성군 구항면 마온리 85-1,도로변,차량과의 충돌,차량과의 충돌 추정,36 33 59.7,126 38 57.9,,,4600,4600,"충돌에 의한 다발성 골절(우측 늑골/대퇴골, 좌측 골반, 흉골) 및 복벽 허니아"
2019-1559,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2019-10-25,2019-10-25,폐사체,,기타,Unknown,0년0월0일,36.561806,126.648389,41,,,,충청남도 홍성군 구항면 마온리 595-1,도로변,차량과의 충돌,차량충돌,36 33 42.5,126 38 54.2,,,0,0,로드킬 개체
2019-1574,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2019-10-28,2019-10-28,안락사,,기타,Male,0년0월0일,36.656194,126.666361,57,,,분수대 옆,충청남도 홍성군 홍북읍 홍예공원로 38,기타,기생충 중감염,개선충 및 구더기 감염,36 39 22.3,126 39 58.9,,,3920,3920,개선충/우측 앞다리 및 항문부 승저증
2019-1732,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2019-12-18,2019-12-18,폐사체,,기타,Unknown,0년0월0일,36.607611,126.664056,44,,,주택 마당,충청남도 홍성군 홍성읍 대교리 230-1,건물옆,기생충 중감염,기생충(개선충) 중감염,36 36 27.4,126 39 50.6,,,3340,3340,개선충 중감염
2020-0291,흰뺨검둥오리,조강(Aves),기러기목,오리과,해당없음,해당없음,해당없음,2020-04-01,2020-04-01,폐사체,,기타,Unknown,Unknown,36.592111,126.67525,30,,,억제저수지,충청남도 홍성군 홍성읍 고암리 690-4,"강, 바다",알 수 없는 사고,알 수 없는 사고,36 35 31.6,126 40 30.9,,,0,0,원인불명
2020-0946,흰뺨검둥오리,조강(Aves),기러기목,오리과,해당없음,해당없음,해당없음,2020-06-19,2020-06-19,방생,충청남도 홍성군 홍북읍 신경리 1725,,Unknown,Juvenile,36.651,126.667111,44,36.65410004,126.6750166,주소지 부근 공원,충청남도 홍성군 홍북읍 신경리 926,기타,어미를 잃음(미아),어미를 잃음 ,36 39 03.6,126 40 01.6,36 39 14.5,126 40 37.5,0,0,단순 고립에 의한 미아
2020-0947,흰뺨검둥오리,조강(Aves),기러기목,오리과,해당없음,해당없음,해당없음,2020-06-19,2020-06-19,방생,충청남도 홍성군 홍북읍 신경리 1725,,Unknown,Juvenile,36.651,126.667111,44,36.65410004,126.6750166,주소지 부근 공원,충청남도 홍성군 홍북읍 신경리 926,기타,어미를 잃음(미아),어미를 잃음 ,36 39 03.6,126 40 01.6,36 39 14.5,126 40 37.0,0,0,단순 고립에 의한 미아
2020-0948,흰뺨검둥오리,조강(Aves),기러기목,오리과,해당없음,해당없음,해당없음,2020-06-19,2020-06-19,방생,충청남도 홍성군 홍북읍 신경리 1725,,Unknown,Juvenile,36.651,126.667111,44,36.65410004,126.6750166,주소지 부근 공원,충청남도 홍성군 홍북읍 신경리 926,기타,어미를 잃음(미아),어미를 잃음 ,36 39 03.6,126 40 01.6,36 39 14.5,126 40 36.4,0,0,단순 고립에 의한 미아
2020-0949,흰뺨검둥오리,조강(Aves),기러기목,오리과,해당없음,해당없음,해당없음,2020-06-19,2020-06-19,방생,충청남도 홍성군 홍북읍 신경리 1725,,Unknown,Juvenile,36.651,126.667111,44,36.65410004,126.6750166,주소지 부근 공원,충청남도 홍성군 홍북읍 신경리 926,기타,어미를 잃음(미아),어미를 잃음 ,36 39 03.6,126 40 01.6,36 39 14.8,126 40 37.3,0,0,단순 고립에 의한 미아
2020-0950,흰뺨검둥오리,조강(Aves),기러기목,오리과,해당없음,해당없음,해당없음,2020-06-19,2020-06-19,방생,충청남도 홍성군 홍북읍 신경리 1725,,Unknown,Juvenile,36.651,126.667111,44,36.65410004,126.6750166,주소지 부근 공원,충청남도 홍성군 홍북읍 신경리 926,기타,어미를 잃음(미아),어미를 잃음 ,36 39 03.6,126 40 01.6,36 39 14.4,126 40 36.9,0,0,단순 고립에 의한 미아
2020-0951,흰뺨검둥오리,조강(Aves),기러기목,오리과,해당없음,해당없음,해당없음,2020-06-19,2020-06-19,방생,충청남도 홍성군 홍북읍 신경리 1725,,Unknown,Juvenile,36.651,126.667111,44,36.65410004,126.6750166,주소지 부근 공원,충청남도 홍성군 홍북읍 신경리 926,기타,어미를 잃음(미아),어미를 잃음 ,36 39 03.6,126 40 01.6,36 39 14.4,126 40 37.5,0,0,단순 고립에 의한 미아
2020-0952,흰뺨검둥오리,조강(Aves),기러기목,오리과,해당없음,해당없음,해당없음,2020-06-19,2020-06-19,방생,충청남도 홍성군 홍북읍 신경리 1725,,Unknown,Juvenile,36.651,126.667111,44,36.65410004,126.6750166,주소지 부근 공원,충청남도 홍성군 홍북읍 신경리 926,기타,어미를 잃음(미아),어미를 잃음 ,36 39 03.6,126 40 01.6,36 39 14.4,126 40 37.3,0,0,단순 고립에 의한 미아
2020-0953,흰뺨검둥오리,조강(Aves),기러기목,오리과,해당없음,해당없음,해당없음,2020-06-19,2020-06-19,방생,충청남도 홍성군 홍북읍 신경리 1725,,Unknown,Juvenile,36.651,126.667111,44,36.65410004,126.6750166,주소지 부근 공원,충청남도 홍성군 홍북읍 신경리 926,기타,어미를 잃음(미아),어미를 잃음 ,36 39 03.6,126 40 01.6,36 39 14.5,126 40 37.3,0,0,단순 고립에 의한 미아
2020-1417,괭이갈매기,조강(Aves),도요목,갈매기과,해당없음,해당없음,해당없음,2020-08-06,2020-08-06,안락사,,기타,Unknown,Adult,36.619389,126.482083,0,,,,충청남도 홍성군 갈산면 기산리 936,"강, 바다",전선/건물과의 충돌,전선충돌 추정,36 37 09.8,126 28 55.5,,,508,508,충돌에 의한 우측 요척골 개방골절
2020-1204,오색딱다구리,조강(Aves),딱다구리목,딱다구리과,해당없음,해당없음,해당없음,2020-07-10,2020-07-10,DOA,,기타,Unknown,Unknown,36.651806,126.673306,31,,,엘에이치스타힐스,충청남도 홍성군 홍북읍 신경리 1204,건물옆,전선/건물과의 충돌,유리창 충돌 추정,36 39 06.5,126 40 23.9,,,66,66,유리창 충돌에 의한 기관내 출혈
2020-1362,큰오색딱다구리,조강(Aves),딱다구리목,딱다구리과,해당없음,해당없음,해당없음,2020-07-29,2020-07-30,DOA,,기타,Male,Unknown,36.581167,126.662167,70,,,청운대학교 목련관 앞,충청남도 홍성군 홍성읍 남장리 392-1,건물옆,전선/건물과의 충돌,유리창 충돌 추정,36 34 52.2,126 39 43.8,,,92,92,충돌에 의한 뇌진탕 및 내상
2020-0003,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2020-01-01,2020-02-09,방생,충청남도 예산군 예산읍 산성리 525-1,,Unknown,Adult,36.589722,126.639806,56,36.68943125,126.82197,논,충청남도 홍성군 홍성읍 월산리 269-4,농경지,전선/건물과의 충돌,충돌 추정,36 35 23.0,126 38 23.3,36 41 21.6,126 49 19.1,208,197,양측 오훼골 후방 탈구
2020-1518,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2020-08-20,2020-09-10,방생,충청남도 예산군 예산읍 대회리 1,,Unknown,Juvenile,36.593917,126.656083,33,36.67008139,126.8596661,청소년 수련관 앞,충청남도 홍성군 홍성읍 옥암리 1080-2,건물옆,"개, 고양이 공격",고양이 공격,36 35 38.1,126 39 21.9,36 40 10.8,126 51 35.7,140,168,고양이에 의한 교상 및 우측 4지 골절
2020-1633,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2020-09-17,2020-09-19,폐사,,기타,Unknown,Unknown,36.593333,126.654111,36,,,동물병원,충청남도 홍성군 홍성읍 옥암리 1101,건물옆,전선/건물과의 충돌,유리창 충돌,36 35 36.0,126 39 14.8,,,142,134,충돌에 의한 뇌진탕 및 우측 경비골 골절
2020-1678,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2020-09-29,2020-09-30,안락사,,기타,Unknown,Juvenile,36.592361,126.6425,48,,,주소지 건물 부근,충청남도 홍성군 홍성읍 월산리 313,건물옆,바이러스 감염,바이러스 감염/폭스바이러스,36 35 32.5,126 38 33.0,,,0,0,폭스바이러스 감염
2020-1746,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2020-10-20,2020-10-20,안락사,,기타,Unknown,Juvenile,36.622944,126.727,41,,,금마충전소,충청남도 홍성군 금마면 부평리 710-5,도로변,바이러스 감염,폭스바이러스 감염,36 37 22.6,126 43 37.2,,,0,102,폭스바이러스 감염
2020-1779,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2020-11-02,2020-11-02,DOA,,기타,Female,Adult,36.576167,126.66075,57,,,주차장 차량 밑,충청남도 홍성군 홍성읍 학계리 504-5,도로변,전선/건물과의 충돌,전선/건물과의 충돌충돌 추정,36 34 34.2,126 39 38.7,,,248,248,충돌로 인한 좌측 흉근 광범위 열상 및 내부 장기 손상
2020-1059,집비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2020-06-26,2020-07-31,방생,충청남도 예산군 예산읍 대회리 81-3,,Unknown,Nestling,36.593333,126.673389,38,36.67334059,126.8564069,(충절로953번길 20) 아파트 실외기,충청남도 홍성군 홍성읍 고암리 1077,건물옆,어미를 잃음(미아),어미를 잃음 ,36 35 36.0,126 40 24.2,36 40 23.0,126 51 25.5,188,258,인위적 이동에 따른 미아
2020-1060,집비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2020-06-26,2020-07-31,방생,충청남도 예산군 예산읍 대회리 81-3,,Unknown,Nestling,36.593333,126.673389,38,36.67334059,126.8564069,(충절로953번길 20) 아파트 실외기,충청남도 홍성군 홍성읍 고암리 1077,건물옆,어미를 잃음(미아),어미를 잃음 ,36 35 36.0,126 40 24.2,36 40 23.0,126 51 25.5,180,286,인위적 이동에 따른 미아
2020-1332,집비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2020-07-25,2020-08-24,방생,충청남도 예산군 예산읍 산성리 445-3,,Unknown,Unknown,36.647222,126.676917,44,36.68696856,126.8228817,내포 119 안전센터,충청남도 홍성군 홍북읍 신경리 1190,건물옆,끈끈이,끈끈이,36 38 50.0,126 40 36.9,36 41 12.8,126 49 22.0,244,286,끈끈이 오염 및 흉근 피부 괴사
2020-0414,까치,조강(Aves),참새목,까마귀과,해당없음,해당없음,해당없음,2020-04-27,2020-04-27,방생,충청남도 홍성군 홍북읍 신경리 945 ,,Unknown,Juvenile,36.653778,126.684306,38,36.6535359,126.6842855,(자경로 17) 아파트 단지 내,충청남도 홍성군 홍북읍 신경리 945 ,건물옆,어미를 잃음(미아),어미를 잃었다고 오인 ,36 39 13.6,126 41 03.5,36 39 13.3,126 41 03.2,0,0,미아로 오인된 개체
2020-0415,까치,조강(Aves),참새목,까마귀과,해당없음,해당없음,해당없음,2020-04-27,2020-04-27,방생,충청남도 홍성군 홍북읍 신경리 945 ,,Unknown,Juvenile,36.653778,126.684306,38,36.6535359,126.6842855,(자경로 17) 아파트 단지 내,충청남도 홍성군 홍북읍 신경리 945 ,건물옆,어미를 잃음(미아),어미를 잃었다고 오인 ,36 39 13.6,126 41 03.5,36 39 13.4,126 41 03.2,0,0,미아로 오인된 개체
2020-0482,까치,조강(Aves),참새목,까마귀과,해당없음,해당없음,해당없음,2020-05-05,2020-05-22,방생,충청남도 보령시 오천면 영보리 93-1,,Unknown,Juvenile,36.652861,126.67125,39,36.42413932,126.5181604,4층,충청남도 홍성군 홍북읍 신경리 1195,건물옆,어미를 잃음(미아),단순 미아,36 39 10.3,126 40 16.5,36 25 26.7,126 31 05.4,142,182,미아
2020-1777,까치,조강(Aves),참새목,까마귀과,해당없음,해당없음,해당없음,2020-10-31,2021-02-01,안락사,,기타,Unknown,Unknown,36.651194,126.674361,27,,,효성해링턴플레이스 101동과 102동 사이 화단,충청남도 홍성군 홍북읍 신경리 1169,건물옆,"개, 고양이 공격",고양이 공격,36 39 04.3,126 40 27.7,,,236,192,원인불명의 기립불능
2020-0196,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2020-03-03,2020-03-04,DOA,,기타,Unknown,Adult,36.625833,126.729972,42,,,동물위생시험소 홍성본소,충청남도 홍성군 금마면 부평리 265-8,건물옆,전선/건물과의 충돌,유리창과의 충돌 추정,36 37 33.0,126 43 47.9,,,13,13,충돌에 의한 뇌진탕 및 좌측 날개밑 피하기종
2020-0700,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2020-06-02,2020-06-02,안락사,,기타,Unknown,Unknown,36.504833,126.692528,51,,,장곡초등학교,충청남도 홍성군 장곡면 도산리 479,기타,끈끈이,끈끈이,36 30 17.4,126 41 33.1,,,13,13,끈끈이에 의한 우측 손가락 관절 개방성 탈구 및 깃손상
2020-0785,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2020-06-07,2020-06-17,폐사,,기타,Unknown,Nestling,36.58775,126.652083,62,,,,충청남도 홍성군 홍성읍 옥암리 산 23-8,숲,어미를 잃음(미아),단순 미아,36 35 15.9,126 39 07.5,,,12,9,미아
2020-1004,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2020-06-23,2020-07-01,폐사,,기타,Unknown,Juvenile,36.506056,126.630167,17,,,최초 구조지 누락,충청남도 홍성군 광천읍 광천리 144-6,건물옆,어미를 잃음(미아),이소 후 발견 추정,36 30 21.8,126 37 48.6,,,10,11,미아
2020-0853,딱새,조강(Aves),참새목,솔딱새과,해당없음,해당없음,해당없음,2020-06-12,2020-06-25,방생,충청남도 예산군 예산읍 대회리 1,,Unknown,Juvenile,36.652861,126.67125,39,36.67008139,126.8596661,LH스타힐스 117동,충청남도 홍성군 홍북읍 신경리 1204,기타,어미를 잃음(미아),미아,36 39 10.3,126 40 16.5,36 40 14.7,126 51 43.6,11,16,미아
2020-1340,제비,조강(Aves),참새목,제비과,해당없음,해당없음,해당없음,2020-07-26,2020-07-26,방생,충청남도 홍성군 홍동면 원천리 312-6,,Unknown,Juvenile,36.544861,126.660389,55,36.54500605,126.6603242,주택,충청남도 홍성군 홍동면 원천리 312-6,건물옆,"개, 고양이 공격",고양이 공격,36 32 41.5,126 39 37.4,36 32 41.5,126 39 37.4,0,0,고양이 공격으로 인한 일시적 정신적 쇼크
2020-1571,직박구리,조강(Aves),참새목,직박구리과,해당없음,해당없음,해당없음,2020-09-02,2020-09-02,방생,충청남도 홍성군 홍성읍 고암리 1077,,Unknown,Unknown,36.593333,126.673389,38,36.59330681,126.6733588,,충청남도 홍성군 홍성읍 고암리 1077,건물옆,인공구조물 침입·고립,인공구조물 침입 및 고립,36 35 36.0,126 40 24.2,36 35 36.0,126 40 24.2,0,0,단순 건물 고립
2020-0541,참새,조강(Aves),참새목,참새과,해당없음,해당없음,해당없음,2020-05-16,2020-05-22,방생,충청남도 예산군 예산읍 대회리 1,,Unknown,Unknown,36.585167,126.656833,57,36.67008139,126.8596661,(충서로 1222-6) 주소지 마당,충청남도 홍성군 홍성읍 남장리 214-14,기타,어미를 잃음(미아),미아,36 35 06.6,126 39 24.6,36 40 13.8,126 51 42.7,13,15,이소 단계 미아
2020-0555,참새,조강(Aves),참새목,참새과,해당없음,해당없음,해당없음,2020-05-18,2020-05-18,DOA,,기타,Unknown,Juvenile,36.642028,126.66275,49,,,홍성한우프라자 뒤,충청남도 홍성군 홍북읍 상하리 553-4,건물옆,전선/건물과의 충돌,유리창 충돌 추정,36 38 31.3,126 39 45.9,,,13,13,충돌에 의한 뇌진탕 
2020-0633,참새,조강(Aves),참새목,참새과,해당없음,해당없음,해당없음,2020-05-26,2020-05-27,DOA,,기타,Unknown,Nestling,36.496944,126.697833,69,,,가정집 ,충청남도 홍성군 장곡면 홍남동로550번길 33-11,건물옆,어미를 잃음(미아),둥지에서 떨어짐,36 29 49.0,126 41 52.2,,,11,11,추락하여 낙오된 미아
2020-1305,참새,조강(Aves),참새목,참새과,해당없음,해당없음,해당없음,2020-07-22,2020-07-25,폐사,,기타,Unknown,Adult,36.497028,126.697667,68,,,충청남도 홍성군 장곡면 신풍리 244-1 가정집 마당 앞,충청남도 홍성군 장곡면 홍남동로550번길 29-5,건물옆,"개, 고양이 공격",고양이가 뒷다리를 물고 있었음. 해당 상황에서 신고자가 빼앗음. ,36 29 49.3,126 41 51.6,,,16,14,오른쪽 부척골 골절
2020-1326,물총새,조강(Aves),파랑새목,물총새과,해당없음,해당없음,해당없음,2020-07-24,2020-07-24,안락사,,기타,Unknown,Unknown,36.599528,126.6525,42,,,타이어 가게 앞,충청남도 홍성군 홍성읍 월산리 896-6,건물옆,전선/건물과의 충돌,건물 충돌 추정,36 35 58.3,126 39 09.0,,,23,23,"충돌에 의한 두부 내상, 양안 내 출혈"
2020-1359,물총새,조강(Aves),파랑새목,물총새과,해당없음,해당없음,해당없음,2020-07-29,2020-07-29,안락사,,기타,Unknown,Juvenile,36.583333,126.665444,48,,,오토바이 주차장 옆,충청남도 홍성군 홍성읍 남장리 289-5,건물옆,전선/건물과의 충돌,유리창 충돌,36 35 00.0,126 39 55.6,,,20,20,Rt. 요/척골 개방골절
2020-0377,왜가리,조강(Aves),황새목,왜가리과,해당없음,해당없음,해당없음,2020-04-20,2020-04-23,안락사,,기타,Unknown,Unknown,36.508167,126.696472,43,,,다리,충청남도 홍성군 장곡면 도산리 224,농경지,전선/건물과의 충돌,전선 충돌 추정,36 30 29.4,126 41 47.3,,,1762,1633,오른쪽 상완골 개방골절
2020-1590,왜가리,조강(Aves),황새목,왜가리과,해당없음,해당없음,해당없음,2020-09-08,2020-09-08,안락사,,기타,Unknown,Unknown,36.650111,126.691972,40,,,홍북읍 행정복지센터 옆 건물에서 발견됨,충청남도 홍성군 홍북읍 대동리 191,건물옆,차량과의 충돌,차량과의 충돌차량충돌 추정,36 39 00.4,126 41 31.1,,,1112,1112,척추골절
2020-1654,왜가리,조강(Aves),황새목,왜가리과,해당없음,해당없음,해당없음,2020-09-24,2020-09-24,안락사,,기타,Unknown,Juvenile,36.519472,126.767278,38,,,가정집 쪽 도로,충청남도 홍성군 장곡면 천태리 186,도로변,전선/건물과의 충돌,전선/건물과의 충돌전선과의 충돌 추정,36 31 10.1,126 46 02.2,,,942,942,좌측 하퇴골 진구성 개방골절
2020-1743,왜가리,조강(Aves),황새목,왜가리과,해당없음,해당없음,해당없음,2020-10-20,2020-10-26,안락사,,기타,Unknown,Juvenile,36.539167,126.515833,12,,,캠핑장,충청남도 홍성군 서부면 판교리 1036,숲,추락,추락/ 추락,36 32 21.0,126 30 57.0,,,1100,1098,우안 손상 및 기력 저하
2020-1495,안주애기박쥐,포유강(Mammalia),박쥐목,애기박쥐과,해당없음,해당없음,해당없음,2020-08-15,2020-08-15,방생,충청남도 홍성군 홍성읍 고암리 624-5 ,,Male,0년0월0일,36.593333,126.673389,38,36.5936644,126.6718885,(충절로953번길 20) 아파트 8층 내부,충청남도 홍성군 홍성읍 고암리 1077 ,건물옆,인공구조물 침입·고립,"인공구조물(아파트) 침입, 고립",36 35 36.0,126 40 24.2,36 35 37.0,126 40 18.8,0,0,인공구조물(아파트) 내 단순 고립
2020-0189,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-03-01,2020-03-11,방생,충청남도 예산군 대흥면 대률리 산 53-2,,Female,0년9월0일,36.560333,126.544778,52,36.65021341,126.8426663,,충청남도 홍성군 결성면 교항리 918-1,도로변,차량과의 충돌,차량충돌,36 33 37.2,126 32 41.2,36 39 03.8,126 50 34.4,13060,13060,뇌진탕 및 좌측 공막 출혈
2020-0280,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-03-31,2020-04-03,방생,충청남도 홍성군 홍성읍 구룡리 85,,Male,0년9월0일,36.551972,126.677722,47,36.58987595,126.6978758,주소지 인근 밭,충청남도 홍성군 홍동면 월현리 143-4,기타,올가미,올가미 걸림,36 33 07.1,126 40 39.8,36 35 23.7,126 41 52.2,14200,14200,올가미에 의한 다발성 피부 쓸림
2020-0336,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-04-13,2020-04-14,안락사,,기타,Female,0년0월0일,36.59725,126.583278,25,,,도로,충청남도 홍성군 갈산면 동산리 1066,도로변,차량과의 충돌,차량과의 충돌,36 35 50.1,126 34 59.8,,,16020,16020,상악 경구개 plate 분리골절
2020-0402,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-04-26,2020-04-26,DOA,,기타,Male,0년10월0일,36.618194,126.664306,63,,,도로변,충청남도 홍성군 홍성읍 내법리 396-13,도로변,차량과의 충돌,차량과의 충돌,36 37 05.5,126 39 51.5,,,14400,14400,"척추(L6, S) 및 골반골절/횡격막 파열 및 폐출혈 의심"
2020-0552,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-05-17,2020-05-17,폐사체,,기타,Unknown,0년0월0일,36.642778,126.664583,54,,,,충청남도 홍성군 홍북읍 신경리 1908,도로변,차량과의 충돌,차량과의 충돌,36 38 34.0,126 39 52.5,,,0,0,오른쪽 뒷다리 골절 및 내상
2020-0645,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-05-28,2020-05-28,폐사체,,기타,Male,0년11월0일,36.641833,126.534944,30,,,주소지 부근 도로변,충청남도 홍성군 갈산면 취생리 575-3,도로변,차량과의 충돌,차량과의 충돌,36 38 30.6,126 32 05.8,,,14940,14940,"척추의 복합골절, 골반골절"
2020-0757,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-06-05,2020-06-05,폐사체,,기타,Female,1년0월0일,36.517028,126.483083,1,,,홍성방조제 위,충청남도 홍성군 서부면 신리 655,도로변,차량과의 충돌,차량 충돌,36 31 01.3,126 28 59.1,,,17660,17660,척추 골절 및 복부 헤르니아
2020-0781,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-06-07,2020-06-07,방생,충청남도 서산시 해미면 대곡리 618-6,,Female,0년0월0일,36.637194,126.658028,54,36.68159534,126.5812276,,충청남도 홍성군 홍북읍 상하리 산 41-2,농경지,인공구조물에 얽힘,밭그물 얽힘,36 38 13.9,126 39 28.9,36 40 53.5,126 34 52.2,17500,17500,밭그물 얽힘
2020-0857,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-06-12,2020-06-12,방생,충청남도 예산군 응봉면 건지화리 799,,Female,0년0월0일,36.584083,126.679667,31,36.62339524,126.7578496,철도다리 밑 공간,충청남도 홍성군 홍성읍 고암리 173-4,도로변,인공구조물 침입·고립,인공 구조물 침입 및 고립,36 35 02.7,126 40 46.8,36 37 23.9,126 45 29.0,0,0,인공구조물 일시적 고립
2020-0876,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-06-15,2020-07-05,폐사,,기타,Male,0년0월0일,36.559,126.619861,67,,,주소지 인근,충청남도 홍성군 구항면 지정리 1005,건물옆,어미를 잃음(미아),미아,36 33 32.4,126 37 11.5,,,1160,1604,미아
2020-0982,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2020-06-22,2020-06-25,폐사,,기타,Female,1년0월0일,36.607528,126.763556,111,,,앞 숲,충청남도 홍성군 금마면 봉서리 산 59-13,숲,차량과의 충돌,차량 충돌 추정,36 36 27.1,126 45 48.8,,,15200,15200,원인불명에 의한 기립불능/흉골골절
